review,rating,date,bank,source
"The Most worrying thing of this Application is, while you confirm Transfer and hit ok, it prompted ""Connection error"" but actually if you see your balance the transfer was already done. This is serious bugg which you need to update and make security amendment's. I personally send twice one day , if the reciepent wasn't kind enough, imagine what will happen. Serious problem which needs Attention.",3,2022-02-12,Commercial Bank of Ethiopia,Google Play Store
"The worst update seen in the bank industry for mobile banking. If you're unable to make it smooth and reliable at the same time , return it to previous version. It shows that you don't have the best expertise like other banks in the country.",1,2025-01-04,Commercial Bank of Ethiopia,Google Play Store
its good but add more features such like. bank statement showing,5,2025-04-24,Commercial Bank of Ethiopia,Google Play Store
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,Commercial Bank of Ethiopia,Google Play Store
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,Commercial Bank of Ethiopia,Google Play Store
"It's very extraordinary app, the user interface is soo awesome, most importantly it's very user friendly. In terms of speed and services its unbelievably fast and flexible. I really appreciate the crews who've been working behind the scene to make this wonderful job alive. Well done !",5,2022-10-31,Commercial Bank of Ethiopia,Google Play Store
"I have bad experience since I started using this app. I get ""none available "" error message while there is good internet connection. And I went to my branch two times to activate the app. There should be some way to activate without physically going to the branch. Anyway, it should be improved much from what it is now!!!",1,2021-05-02,Commercial Bank of Ethiopia,Google Play Store
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,Commercial Bank of Ethiopia,Google Play Store
"I have been using this wonderful app. It is easy to use and user-friendly and perfect user experience app. I just have one suggestion, if you cloud add more info like who(person or company) deposited, and deposit discrimination if any in the recent transaction section of the app. The rest is perfect.",5,2023-03-26,Commercial Bank of Ethiopia,Google Play Store
without any reason it shows white screen and can't make transfers. Then when I went to branch then they reply go to the branch where you open your account.,1,2025-02-01,Commercial Bank of Ethiopia,Google Play Store
"Great app, but try to include an access to water bill payment for places other than Adis Ababa & try top the app not to be inactive while developer option setting in Samsung phones is activated",4,2025-02-11,Commercial Bank of Ethiopia,Google Play Store
"This app is the best, easy and more clear to use including its features to understand so i liked it 100% because the app made the life of customers easy. Thanks cbe and the app.",5,2024-12-27,Commercial Bank of Ethiopia,Google Play Store
it is good but it doesn't allow screen shot,4,2025-04-06,Commercial Bank of Ethiopia,Google Play Store
App keeps on crashing after the latest update. Failures are frequent.,3,2025-02-05,Commercial Bank of Ethiopia,Google Play Store
"After a recent update, this app stopped working with a message "" the developer turned off advanced ... etc.",3,2025-01-23,Commercial Bank of Ethiopia,Google Play Store
"Best Mobile-Banking app! Moreover, I will rate 5 stars as soon as you add ""account statement display"" menu in it. Hopefully waiting, Thank you in advance!",4,2024-12-30,Commercial Bank of Ethiopia,Google Play Store
"This App Is Best and Fantastic Because easy to use, It has Best security Specially Two Specific Authentication so this security is not path unauthorized person to Our account History. Thankyou CBE For We give this service",5,2025-02-04,Commercial Bank of Ethiopia,Google Play Store
